ligne,station,ordre,correspondance,station_norm,station_key,main_line,affluence_score
RER B 4,Courcelle sur Yvette,38,,courcelle sur yvette,courcelle sur yvette,RER B,0.23245229340000007
RER B 4,Saint-Rémy lès Chevreuse,39,,saint remy les chevreuse,saint remy les chevreuse,RER B,0.20920706406000006
RER C 1,Pontoise,1,,pontoise,pontoise,RER C,0.18079622820000002
RER C 1,Saint-Ouen l’Aumône,2,,saint ouen l'aumone,saint ouen l'aumone,RER C,0.20088469800000003
RER C 1,Saint-Ouen l’Aumône Liesse,3,,saint ouen l'aumone liesse,saint ouen l'aumone liesse,RER C,0.22320522000000004
RER C 1,Pierrelaye,4,,pierrelaye,pierrelaye,RER C,0.24800580000000003
RER C 1,Montigny Beauchamp,5,,montigny beauchamp,montigny beauchamp,RER C,0.27556200000000003
RER C 1,Franconville Le Plessis-Bouchard,6,,franconville le plessis bouchard,franconville le plessis bouchard,RER C,0.30618
RER C 1,Cernay,7,,cernay,cernay,RER C,0.3402
RER C 1,Ermont Eaubonne,8,,ermont eaubonne,ermont eaubonne,RER C,0.378
RER C 1,Saint-Gratien,9,,saint gratien,saint gratien,RER C,0.42
RER C 1,Épinay-sur-Seine,10,,epinay sur seine,epinay sur seine,RER C,0.378
RER C 1,Gennevilliers,11,,gennevilliers,gennevilliers,RER C,0.3402
RER C 1,Les Grésillons,12,,les gresillons,les gresillons,RER C,0.30618
RER C 1,Saint-Ouen,13,METRO 14,saint ouen,saint ouen,RER C,0.45499999999999996
RER C 1,Porte de Clichy – Tribunal de Paris,14,"METRO 13, METRO 14",porte de clichy tribunal de paris,porte de clichy tribunal de paris,RER C,0.4095
RER C 1,Péreire Levallois,15,METRO 3,pereire levallois,pereire levallois,RER C,0.36855
RER C 1,Neuilly Porte Maillot – Palais des congrès,16,METRO 1,neuilly porte maillot palais des congres,neuilly porte maillot palais des congres,RER C,0.331695
RER C 1,Avenue Foch,17,METRO 2,avenue foch,avenue foch,RER C,0.2985255
RER C 1,Avenue Henri Martin,18,METRO 9,avenue henri martin,avenue henri martin,RER C,0.26867295
RER C 1,Boulainvilliers,19,METRO 9,boulainvilliers,boulainvilliers,RER C,0.24180565500000004
RER C 1,Avenue du Président Kennedy – Maison de Radio France,20,,avenue du president kennedy maison de radio france,avenue du president kennedy maison de radio france,RER C,0.21762508950000004
RER C 1,Champ de Mars – Tour Eiffel,21,METRO 6,champ de mars tour eiffel,champ de mars,RER C,0.19586258055000003
RER C 1,Pont de l’Alma,22,METRO 9,pont de l'alma,pont de l'alma,RER C,0.17627632249500003
RER C 1,Invalides,23,"METRO 8, METRO 13",invalides,invalides,RER C,0.7
RER C 1,Musée d’Orsay,24,METRO 12,musee d'orsay,musee d'orsay,RER C,0.63
RER C 1,Saint-Michel Notre Dame,25,"RER B, METRO 4, METRO 10",saint michel notre dame,saint michel,RER C,0.48999999999999994
RER C 1,Paris Austerlitz,26,"METRO 5, METRO 10",paris austerlitz,gare d'austerlitz,RER C,0.45499999999999996
RER C 1,Bibliothèque François Mitterrand,27,METRO 14,bibliotheque francois mitterrand,bibliotheque francois mitterrand,RER C,0.7
RER C 1,Ivry sur Seine,28,METRO 7,ivry sur seine,ivry sur seine,RER C,0.63
RER C 1,Vitry sur Seine,29,,vitry sur seine,vitry sur seine,RER C,0.5670000000000001
RER C 1,Les Ardoines,30,,les ardoines,les ardoines,RER C,0.5103000000000001
RER C 1,Choisy le Roi,31,,choisy le roi,choisy le roi,RER C,0.45927000000000007
RER C 1,Les Saules,32,,les saules,les saules,RER C,0.41334300000000007
RER C 1,Orly Ville,33,,orly ville,orly ville,RER C,0.3720087000000001
RER C 1,Pont de Rungis – Aéroport d’Orly,34,METRO 14,pont de rungis aeroport d'orly,pont de rungis aeroport d'orly,RER C,0.3348078300000001
RER C 1,Rungis La Fraternelle,35,,rungis la fraternelle,rungis la fraternelle,RER C,0.30132704700000007
RER C 1,Chemin d’Antony,36,,chemin d'antony,chemin d'antony,RER C,0.27119434230000006
RER C 1,Massy Verrières,37,RER B,massy verrieres,massy verrieres,RER C,0.42
RER C 1,Massy Palaiseau,38,RER B,massy palaiseau,massy,RER C,0.6
RER C 2,Pontoise,1,,pontoise,pontoise,RER C,0.18079622820000002
RER C 2,Saint-Ouen l’Aumône,2,,saint ouen l'aumone,saint ouen l'aumone,RER C,0.20088469800000003
RER C 2,Saint-Ouen l’Aumône Liesse,3,,saint ouen l'aumone liesse,saint ouen l'aumone liesse,RER C,0.22320522000000004
RER C 2,Pierrelaye,4,,pierrelaye,pierrelaye,RER C,0.24800580000000003
RER C 2,Montigny Beauchamp,5,,montigny beauchamp,montigny beauchamp,RER C,0.27556200000000003
RER C 2,Franconville Le Plessis-Bouchard,6,,franconville le plessis bouchard,franconville le plessis bouchard,RER C,0.30618
RER C 2,Cernay,7,,cernay,cernay,RER C,0.3402
RER C 2,Ermont Eaubonne,8,,ermont eaubonne,ermont eaubonne,RER C,0.378
RER C 2,Saint-Gratien,9,,saint gratien,saint gratien,RER C,0.42
RER C 2,Épinay-sur-Seine,10,,epinay sur seine,epinay sur seine,RER C,0.378
RER C 2,Gennevilliers,11,,gennevilliers,gennevilliers,RER C,0.3402
RER C 2,Les Grésillons,12,,les gresillons,les gresillons,RER C,0.30618
RER C 2,Saint-Ouen,13,METRO 14,saint ouen,saint ouen,RER C,0.45499999999999996
RER C 2,Porte de Clichy – Tribunal de Paris,14,"METRO 13, METRO 14",porte de clichy tribunal de paris,porte de clichy tribunal de paris,RER C,0.4095
RER C 2,Péreire Levallois,15,METRO 3,pereire levallois,pereire levallois,RER C,0.36855
RER C 2,Neuilly Porte Maillot – Palais des congrès,16,METRO 1,neuilly porte maillot palais des congres,neuilly porte maillot palais des congres,RER C,0.331695
RER C 2,Avenue Foch,17,METRO 2,avenue foch,avenue foch,RER C,0.2985255
RER C 2,Avenue Henri Martin,18,METRO 9,avenue henri martin,avenue henri martin,RER C,0.26867295
RER C 2,Boulainvilliers,19,METRO 9,boulainvilliers,boulainvilliers,RER C,0.24180565500000004
RER C 2,Avenue du Président Kennedy – Maison de Radio France,20,,avenue du president kennedy maison de radio france,avenue du president kennedy maison de radio france,RER C,0.21762508950000004
RER C 2,Champ de Mars – Tour Eiffel,21,METRO 6,champ de mars tour eiffel,champ de mars,RER C,0.19586258055000003
RER C 2,Pont de l’Alma,22,METRO 9,pont de l'alma,pont de l'alma,RER C,0.17627632249500003
RER C 2,Invalides,23,"METRO 8, METRO 13",invalides,invalides,RER C,0.7
RER C 2,Musée d’Orsay,24,METRO 12,musee d'orsay,musee d'orsay,RER C,0.63
RER C 2,Saint-Michel Notre Dame,25,"RER B, METRO 4, METRO 10",saint michel notre dame,saint michel,RER C,0.48999999999999994
RER C 2,Paris Austerlitz,26,"METRO 5, METRO 10",paris austerlitz,gare d'austerlitz,RER C,0.45499999999999996
RER C 2,Bibliothèque François Mitterrand,27,METRO 14,bibliotheque francois mitterrand,bibliotheque francois mitterrand,RER C,0.7
RER C 2,Ivry sur Seine,28,METRO 7,ivry sur seine,ivry sur seine,RER C,0.63
RER C 2,Vitry sur Seine,29,,vitry sur seine,vitry sur seine,RER C,0.5670000000000001
RER C 2,Les Ardoines,30,,les ardoines,les ardoines,RER C,0.5103000000000001
RER C 2,Choisy le Roi,31,,choisy le roi,choisy le roi,RER C,0.45927000000000007
RER C 2,Les Saules,32,,les saules,les saules,RER C,0.41334300000000007
RER C 2,Orly Ville,33,,orly ville,orly ville,RER C,0.3720087000000001
RER C 2,Pont de Rungis – Aéroport d’Orly,34,METRO 14,pont de rungis aeroport d'orly,pont de rungis aeroport d'orly,RER C,0.3348078300000001
RER C 2,Rungis La Fraternelle,35,,rungis la fraternelle,rungis la fraternelle,RER C,0.30132704700000007
RER C 2,Chemin d’Antony,36,,chemin d'antony,chemin d'antony,RER C,0.27119434230000006
RER C 2,Massy Verrières,37,RER B,massy verrieres,massy verrieres,RER C,0.42
RER C 2,Massy Palaiseau,38,RER B,massy palaiseau,massy,RER C,0.6
RER C 2,Savigny sur Orge,39,,savigny sur orge,savigny sur orge,RER C,0.54
RER C 2,Épinay sur Orge,40,,epinay sur orge,epinay sur orge,RER C,0.48600000000000004
RER C 2,Sainte-Geneviève des Bois,41,,sainte genevieve des bois,sainte genevieve des bois,RER C,0.43740000000000007
RER C 2,Saint-Michel sur Orge,42,,saint michel sur orge,saint michel sur orge,RER C,0.39366000000000007
RER C 2,Brétigny,43,,bretigny,bretigny,RER C,0.35429400000000005
RER C 2,Marolles en Hurepoix,44,,marolles en hurepoix,marolles en hurepoix,RER C,0.31886460000000005
RER C 2,Bouray,45,,bouray,bouray,RER C,0.28697814000000005
RER C 2,Lardy,46,,lardy,lardy,RER C,0.25828032600000006
RER C 2,Chamarande,47,,chamarande,chamarande,RER C,0.23245229340000007
RER C 2,Étréchy,48,,etrechy,etrechy,RER C,0.20920706406000006
RER C 2,Étampes,49,,etampes,etampes,RER C,0.18828635765400006
RER C 2,Saint Martin d’Étampes,50,,saint martin d'etampes,saint martin d'etampes,RER C,0.16945772188860006
RER C 3,Pontoise,1,,pontoise,pontoise,RER C,0.18079622820000002
RER C 3,Saint-Ouen l’Aumône,2,,saint ouen l'aumone,saint ouen l'aumone,RER C,0.20088469800000003
RER C 3,Saint-Ouen l’Aumône Liesse,3,,saint ouen l'aumone liesse,saint ouen l'aumone liesse,RER C,0.22320522000000004
RER C 3,Pierrelaye,4,,pierrelaye,pierrelaye,RER C,0.24800580000000003
RER C 3,Montigny Beauchamp,5,,montigny beauchamp,montigny beauchamp,RER C,0.27556200000000003
RER C 3,Franconville Le Plessis-Bouchard,6,,franconville le plessis bouchard,franconville le plessis bouchard,RER C,0.30618
RER C 3,Cernay,7,,cernay,cernay,RER C,0.3402
RER C 3,Ermont Eaubonne,8,,ermont eaubonne,ermont eaubonne,RER C,0.378
RER C 3,Saint-Gratien,9,,saint gratien,saint gratien,RER C,0.42
RER C 3,Épinay-sur-Seine,10,,epinay sur seine,epinay sur seine,RER C,0.378
RER C 3,Gennevilliers,11,,gennevilliers,gennevilliers,RER C,0.3402
RER C 3,Les Grésillons,12,,les gresillons,les gresillons,RER C,0.30618
RER C 3,Saint-Ouen,13,METRO 14,saint ouen,saint ouen,RER C,0.45499999999999996
RER C 3,Porte de Clichy – Tribunal de Paris,14,"METRO 13, METRO 14",porte de clichy tribunal de paris,porte de clichy tribunal de paris,RER C,0.4095
RER C 3,Péreire Levallois,15,METRO 3,pereire levallois,pereire levallois,RER C,0.36855
RER C 3,Neuilly Porte Maillot – Palais des congrès,16,METRO 1,neuilly porte maillot palais des congres,neuilly porte maillot palais des congres,RER C,0.331695
RER C 3,Avenue Foch,17,METRO 2,avenue foch,avenue foch,RER C,0.2985255
RER C 3,Avenue Henri Martin,18,METRO 9,avenue henri martin,avenue henri martin,RER C,0.26867295
RER C 3,Boulainvilliers,19,METRO 9,boulainvilliers,boulainvilliers,RER C,0.24180565500000004
RER C 3,Avenue du Président Kennedy – Maison de Radio France,20,,avenue du president kennedy maison de radio france,avenue du president kennedy maison de radio france,RER C,0.21762508950000004
RER C 3,Champ de Mars – Tour Eiffel,21,METRO 6,champ de mars tour eiffel,champ de mars,RER C,0.19586258055000003
RER C 3,Pont de l’Alma,22,METRO 9,pont de l'alma,pont de l'alma,RER C,0.17627632249500003
RER C 3,Invalides,23,"METRO 8, METRO 13",invalides,invalides,RER C,0.7
RER C 3,Musée d’Orsay,24,METRO 12,musee d'orsay,musee d'orsay,RER C,0.63
RER C 3,Saint-Michel Notre Dame,25,"RER B, METRO 4, METRO 10",saint michel notre dame,saint michel,RER C,0.48999999999999994
RER C 3,Paris Austerlitz,26,"METRO 5, METRO 10",paris austerlitz,gare d'austerlitz,RER C,0.45499999999999996
RER C 3,Bibliothèque François Mitterrand,27,METRO 14,bibliotheque francois mitterrand,bibliotheque francois mitterrand,RER C,0.7
RER C 3,Ivry sur Seine,28,METRO 7,ivry sur seine,ivry sur seine,RER C,0.63
RER C 3,Vitry sur Seine,29,,vitry sur seine,vitry sur seine,RER C,0.5670000000000001
RER C 3,Les Ardoines,30,,les ardoines,les ardoines,RER C,0.5103000000000001
RER C 3,Choisy le Roi,31,,choisy le roi,choisy le roi,RER C,0.45927000000000007
RER C 3,Les Saules,32,,les saules,les saules,RER C,0.41334300000000007
RER C 3,Orly Ville,33,,orly ville,orly ville,RER C,0.3720087000000001
RER C 3,Pont de Rungis – Aéroport d’Orly,34,METRO 14,pont de rungis aeroport d'orly,pont de rungis aeroport d'orly,RER C,0.3348078300000001
RER C 3,Rungis La Fraternelle,35,,rungis la fraternelle,rungis la fraternelle,RER C,0.30132704700000007
RER C 3,Chemin d’Antony,36,,chemin d'antony,chemin d'antony,RER C,0.27119434230000006
RER C 3,Massy Verrières,37,RER B,massy verrieres,massy verrieres,RER C,0.42
RER C 3,Massy Palaiseau,38,RER B,massy palaiseau,massy,RER C,0.6
RER C 3,Brétigny,39,,bretigny,bretigny,RER C,0.54
RER C 3,La Norville – Saint-Germain lès Arpajon,40,,la norville saint germain les arpajon,la norville saint germain les arpajon,RER C,0.48600000000000004
RER C 3,Arpajon,41,,arpajon,arpajon,RER C,0.43740000000000007
RER C 3,Égly,42,,egly,egly,RER C,0.39366000000000007
RER C 3,Breuillet – Bruyères le Châtel,43,,breuillet bruyeres le chatel,breuillet bruyeres le chatel,RER C,0.35429400000000005
RER C 3,Breuillet Village,44,,breuillet village,breuillet village,RER C,0.31886460000000005
RER C 3,Saint-Chéron,45,,saint cheron,saint cheron,RER C,0.28697814000000005
RER C 3,Sermaise,46,,sermaise,sermaise,RER C,0.25828032600000006
RER C 3,Dourdan,47,,dourdan,dourdan,RER C,0.23245229340000007
RER C 3,Dourdan la Forêt,48,,dourdan la foret,dourdan la foret,RER C,0.20920706406000006
RER C 4,Versailles Château Rive Gauche,1,,versailles chateau rive gauche,versailles chateau rive gauche,RER C,0.2109289329
RER C 4,Porchefontaine,2,,porchefontaine,porchefontaine,RER C,0.234365481
RER C 4,Viroflay Rive Gauche,3,METRO 6,viroflay rive gauche,viroflay rive gauche,RER C,0.26040609
RER C 4,Chaville Vélizy,4,,chaville velizy,chaville velizy,RER C,0.2893401
RER C 4,Meudon Val Fleury,5,,meudon val fleury,meudon val fleury,RER C,0.32148899999999997
RER C 4,Issy,6,,issy,issy,RER C,0.35720999999999997
RER C 4,Issy Val de Seine,7,,issy val de seine,clamart,RER C,0.3969
RER C 4,Pont du Garigliano – Hôpital Européen Georges Pompidou,8,,pont du garigliano hopital europeen georges pompidou,pont du garigliano hopital europeen georges pompidou,RER C,0.44099999999999995
RER C 4,Javel,9,METRO 10,javel,javel,RER C,0.48999999999999994
RER C 4,Champ de Mars – Tour Eiffel,10,METRO 6,champ de mars tour eiffel,champ de mars,RER C,0.44099999999999995
RER C 4,Pont de l’Alma,11,METRO 9,pont de l'alma,pont de l'alma,RER C,0.3969
RER C 4,Invalides,12,"METRO 8, METRO 13",invalides,invalides,RER C,0.7
RER C 4,Musée d’Orsay,13,METRO 12,musee d'orsay,musee d'orsay,RER C,0.63
RER C 4,Saint-Michel Notre Dame,14,"RER B, METRO 4, METRO 10",saint michel notre dame,saint michel,RER C,0.48999999999999994
RER C 4,Paris Austerlitz,15,"METRO 5, METRO 10",paris austerlitz,gare d'austerlitz,RER C,0.45499999999999996
RER C 4,Bibliothèque François Mitterrand,16,METRO 14,bibliotheque francois mitterrand,bibliotheque francois mitterrand,RER C,0.7
RER C 4,Ivry sur Seine,17,METRO 7,ivry sur seine,ivry sur seine,RER C,0.63
RER C 4,Vitry sur Seine,18,,vitry sur seine,vitry sur seine,RER C,0.5670000000000001
RER C 4,Les Ardoines,19,,les ardoines,les ardoines,RER C,0.5103000000000001
RER C 4,Choisy le Roi,20,,choisy le roi,choisy le roi,RER C,0.45927000000000007
RER C 4,Les Saules,21,,les saules,les saules,RER C,0.41334300000000007
RER C 4,Orly Ville,22,,orly ville,orly ville,RER C,0.3720087000000001
RER C 4,Pont de Rungis – Aéroport d’Orly,23,METRO 14,pont de rungis aeroport d'orly,pont de rungis aeroport d'orly,RER C,0.3348078300000001
RER C 4,Rungis La Fraternelle,24,,rungis la fraternelle,rungis la fraternelle,RER C,0.30132704700000007
RER C 4,Chemin d’Antony,25,,chemin d'antony,chemin d'antony,RER C,0.27119434230000006
RER C 4,Massy Verrières,26,RER B,massy verrieres,massy verrieres,RER C,0.42
RER C 4,Massy Palaiseau,27,RER B,massy palaiseau,massy,RER C,0.6
RER C 5,Versailles Château Rive Gauche,1,,versailles chateau rive gauche,versailles chateau rive gauche,RER C,0.2109289329
RER C 5,Porchefontaine,2,,porchefontaine,porchefontaine,RER C,0.234365481
RER C 5,Viroflay Rive Gauche,3,METRO 6,viroflay rive gauche,viroflay rive gauche,RER C,0.26040609
RER C 5,Chaville Vélizy,4,,chaville velizy,chaville velizy,RER C,0.2893401
RER C 5,Meudon Val Fleury,5,,meudon val fleury,meudon val fleury,RER C,0.32148899999999997
RER C 5,Issy,6,,issy,issy,RER C,0.35720999999999997
RER C 5,Issy Val de Seine,7,,issy val de seine,clamart,RER C,0.3969
RER C 5,Pont du Garigliano – Hôpital Européen Georges Pompidou,8,,pont du garigliano hopital europeen georges pompidou,pont du garigliano hopital europeen georges pompidou,RER C,0.44099999999999995
RER C 5,Javel,9,METRO 10,javel,javel,RER C,0.48999999999999994
RER C 5,Champ de Mars – Tour Eiffel,10,METRO 6,champ de mars tour eiffel,champ de mars,RER C,0.44099999999999995
RER C 5,Pont de l’Alma,11,METRO 9,pont de l'alma,pont de l'alma,RER C,0.3969
RER C 5,Invalides,12,"METRO 8, METRO 13",invalides,invalides,RER C,0.7
RER C 5,Musée d’Orsay,13,METRO 12,musee d'orsay,musee d'orsay,RER C,0.63
RER C 5,Saint-Michel Notre Dame,14,"RER B, METRO 4, METRO 10",saint michel notre dame,saint michel,RER C,0.48999999999999994
RER C 5,Paris Austerlitz,15,"METRO 5, METRO 10",paris austerlitz,gare d'austerlitz,RER C,0.45499999999999996
RER C 5,Bibliothèque François Mitterrand,16,METRO 14,bibliotheque francois mitterrand,bibliotheque francois mitterrand,RER C,0.7
RER C 5,Ivry sur Seine,17,METRO 7,ivry sur seine,ivry sur seine,RER C,0.63
RER C 5,Vitry sur Seine,18,,vitry sur seine,vitry sur seine,RER C,0.5670000000000001
RER C 5,Les Ardoines,19,,les ardoines,les ardoines,RER C,0.5103000000000001
RER C 5,Choisy le Roi,20,,choisy le roi,choisy le roi,RER C,0.45927000000000007
RER C 5,Les Saules,21,,les saules,les saules,RER C,0.41334300000000007
RER C 5,Orly Ville,22,,orly ville,orly ville,RER C,0.3720087000000001
RER C 5,Pont de Rungis – Aéroport d’Orly,23,METRO 14,pont de rungis aeroport d'orly,pont de rungis aeroport d'orly,RER C,0.3348078300000001
RER C 5,Rungis La Fraternelle,24,,rungis la fraternelle,rungis la fraternelle,RER C,0.30132704700000007
RER C 5,Chemin d’Antony,25,,chemin d'antony,chemin d'antony,RER C,0.27119434230000006
RER C 5,Massy Verrières,26,RER B,massy verrieres,massy verrieres,RER C,0.42
RER C 5,Massy Palaiseau,27,RER B,massy palaiseau,massy,RER C,0.6
RER C 5,Savigny sur Orge,28,,savigny sur orge,savigny sur orge,RER C,0.54
RER C 5,Épinay sur Orge,29,,epinay sur orge,epinay sur orge,RER C,0.48600000000000004
RER C 5,Sainte-Geneviève des Bois,30,,sainte genevieve des bois,sainte genevieve des bois,RER C,0.43740000000000007
RER C 5,Saint-Michel sur Orge,31,,saint michel sur orge,saint michel sur orge,RER C,0.39366000000000007
RER C 5,Brétigny,32,,bretigny,bretigny,RER C,0.35429400000000005
RER C 5,Marolles en Hurepoix,33,,marolles en hurepoix,marolles en hurepoix,RER C,0.31886460000000005
RER C 5,Bouray,34,,bouray,bouray,RER C,0.28697814000000005
RER C 5,Lardy,35,,lardy,lardy,RER C,0.25828032600000006
RER C 5,Chamarande,36,,chamarande,chamarande,RER C,0.23245229340000007
RER C 5,Étréchy,37,,etrechy,etrechy,RER C,0.20920706406000006
RER C 5,Étampes,38,,etampes,etampes,RER C,0.18828635765400006
RER C 5,Saint Martin d’Étampes,39,,saint martin d'etampes,saint martin d'etampes,RER C,0.16945772188860006
RER C 6,Versailles Château Rive Gauche,1,,versailles chateau rive gauche,versailles chateau rive gauche,RER C,0.2109289329
RER C 6,Porchefontaine,2,,porchefontaine,porchefontaine,RER C,0.234365481
RER C 6,Viroflay Rive Gauche,3,METRO 6,viroflay rive gauche,viroflay rive gauche,RER C,0.26040609
RER C 6,Chaville Vélizy,4,,chaville velizy,chaville velizy,RER C,0.2893401
RER C 6,Meudon Val Fleury,5,,meudon val fleury,meudon val fleury,RER C,0.32148899999999997
RER C 6,Issy,6,,issy,issy,RER C,0.35720999999999997
RER C 6,Issy Val de Seine,7,,issy val de seine,clamart,RER C,0.3969
RER C 6,Pont du Garigliano – Hôpital Européen Georges Pompidou,8,,pont du garigliano hopital europeen georges pompidou,pont du garigliano hopital europeen georges pompidou,RER C,0.44099999999999995
RER C 6,Javel,9,METRO 10,javel,javel,RER C,0.48999999999999994
RER C 6,Champ de Mars – Tour Eiffel,10,METRO 6,champ de mars tour eiffel,champ de mars,RER C,0.44099999999999995
RER C 6,Pont de l’Alma,11,METRO 9,pont de l'alma,pont de l'alma,RER C,0.3969
RER C 6,Invalides,12,"METRO 8, METRO 13",invalides,invalides,RER C,0.7
RER C 6,Musée d’Orsay,13,METRO 12,musee d'orsay,musee d'orsay,RER C,0.63
RER C 6,Saint-Michel Notre Dame,14,"RER B, METRO 4, METRO 10",saint michel notre dame,saint michel,RER C,0.48999999999999994
RER C 6,Paris Austerlitz,15,"METRO 5, METRO 10",paris austerlitz,gare d'austerlitz,RER C,0.45499999999999996
RER C 6,Bibliothèque François Mitterrand,16,METRO 14,bibliotheque francois mitterrand,bibliotheque francois mitterrand,RER C,0.7
RER C 6,Ivry sur Seine,17,METRO 7,ivry sur seine,ivry sur seine,RER C,0.63
RER C 6,Vitry sur Seine,18,,vitry sur seine,vitry sur seine,RER C,0.5670000000000001
RER C 6,Les Ardoines,19,,les ardoines,les ardoines,RER C,0.5103000000000001
RER C 6,Choisy le Roi,20,,choisy le roi,choisy le roi,RER C,0.45927000000000007
RER C 6,Les Saules,21,,les saules,les saules,RER C,0.41334300000000007
RER C 6,Orly Ville,22,,orly ville,orly ville,RER C,0.3720087000000001
RER C 6,Pont de Rungis – Aéroport d’Orly,23,METRO 14,pont de rungis aeroport d'orly,pont de rungis aeroport d'orly,RER C,0.3348078300000001
RER C 6,Rungis La Fraternelle,24,,rungis la fraternelle,rungis la fraternelle,RER C,0.30132704700000007
RER C 6,Chemin d’Antony,25,,chemin d'antony,chemin d'antony,RER C,0.27119434230000006
RER C 6,Massy Verrières,26,RER B,massy verrieres,massy verrieres,RER C,0.42
RER C 6,Massy Palaiseau,27,RER B,massy palaiseau,massy,RER C,0.6
RER C 6,Brétigny,28,,bretigny,bretigny,RER C,0.54
RER C 6,La Norville – Saint-Germain lès Arpajon,29,,la norville saint germain les arpajon,la norville saint germain les arpajon,RER C,0.48600000000000004
RER C 6,Arpajon,30,,arpajon,arpajon,RER C,0.43740000000000007
RER C 6,Égly,31,,egly,egly,RER C,0.39366000000000007
RER C 6,Breuillet – Bruyères le Châtel,32,,breuillet bruyeres le chatel,breuillet bruyeres le chatel,RER C,0.35429400000000005
RER C 6,Breuillet Village,33,,breuillet village,breuillet village,RER C,0.31886460000000005
RER C 6,Saint-Chéron,34,,saint cheron,saint cheron,RER C,0.28697814000000005
RER C 6,Sermaise,35,,sermaise,sermaise,RER C,0.25828032600000006
RER C 6,Dourdan,36,,dourdan,dourdan,RER C,0.23245229340000007
RER C 6,Dourdan la Forêt,37,,dourdan la foret,dourdan la foret,RER C,0.20920706406000006
RER C 7,Saint Quentin en Yvelines,1,,saint quentin en yvelines,saint quentin en yvelines,RER C,0.18983603961
RER C 7,Saint-Cyr,2,,saint cyr,saint cyr,RER C,0.2109289329
RER C 7,Versailles Chantiers,3,,versailles chantiers,versailles chantiers,RER C,0.234365481
RER C 7,Viroflay Rive Gauche,4,METRO 6,viroflay rive gauche,viroflay rive gauche,RER C,0.26040609
RER C 7,Chaville Vélizy,5,,chaville velizy,chaville velizy,RER C,0.2893401
RER C 7,Meudon Val Fleury,6,,meudon val fleury,meudon val fleury,RER C,0.32148899999999997
RER C 7,Issy,7,,issy,issy,RER C,0.35720999999999997
RER C 7,Issy Val de Seine,8,,issy val de seine,clamart,RER C,0.3969
RER C 7,Pont du Garigliano – Hôpital Européen Georges Pompidou,9,,pont du garigliano hopital europeen georges pompidou,pont du garigliano hopital europeen georges pompidou,RER C,0.44099999999999995
RER C 7,Javel,10,METRO 10,javel,javel,RER C,0.48999999999999994
RER C 7,Champ de Mars – Tour Eiffel,11,METRO 6,champ de mars tour eiffel,champ de mars,RER C,0.44099999999999995
RER C 7,Pont de l’Alma,12,METRO 9,pont de l'alma,pont de l'alma,RER C,0.3969
RER C 7,Invalides,13,"METRO 8, METRO 13",invalides,invalides,RER C,0.7
RER C 7,Musée d’Orsay,14,METRO 12,musee d'orsay,musee d'orsay,RER C,0.63
RER C 7,Saint-Michel Notre Dame,15,"RER B, METRO 4, METRO 10",saint michel notre dame,saint michel,RER C,0.48999999999999994
RER C 7,Paris Austerlitz,16,"METRO 5, METRO 10",paris austerlitz,gare d'austerlitz,RER C,0.45499999999999996
RER C 7,Bibliothèque François Mitterrand,17,METRO 14,bibliotheque francois mitterrand,bibliotheque francois mitterrand,RER C,0.7
RER C 7,Ivry sur Seine,18,METRO 7,ivry sur seine,ivry sur seine,RER C,0.63
RER C 7,Vitry sur Seine,19,,vitry sur seine,vitry sur seine,RER C,0.5670000000000001
RER C 7,Les Ardoines,20,,les ardoines,les ardoines,RER C,0.5103000000000001
RER C 7,Choisy le Roi,21,,choisy le roi,choisy le roi,RER C,0.45927000000000007
RER C 7,Les Saules,22,,les saules,les saules,RER C,0.41334300000000007
RER C 7,Orly Ville,23,,orly ville,orly ville,RER C,0.3720087000000001
RER C 7,Pont de Rungis – Aéroport d’Orly,24,METRO 14,pont de rungis aeroport d'orly,pont de rungis aeroport d'orly,RER C,0.3348078300000001
RER C 7,Rungis La Fraternelle,25,,rungis la fraternelle,rungis la fraternelle,RER C,0.30132704700000007
RER C 7,Chemin d’Antony,26,,chemin d'antony,chemin d'antony,RER C,0.27119434230000006
RER C 7,Massy Verrières,27,RER B,massy verrieres,massy verrieres,RER C,0.42
RER C 7,Massy Palaiseau,28,RER B,massy palaiseau,massy,RER C,0.6
RER C 8,Saint Quentin en Yvelines,1,,saint quentin en yvelines,saint quentin en yvelines,RER C,0.18983603961
RER C 8,Saint-Cyr,2,,saint cyr,saint cyr,RER C,0.2109289329
RER C 8,Versailles Chantiers,3,,versailles chantiers,versailles chantiers,RER C,0.234365481
RER C 8,Viroflay Rive Gauche,4,METRO 6,viroflay rive gauche,viroflay rive gauche,RER C,0.26040609
RER C 8,Chaville Vélizy,5,,chaville velizy,chaville velizy,RER C,0.2893401
RER C 8,Meudon Val Fleury,6,,meudon val fleury,meudon val fleury,RER C,0.32148899999999997
RER C 8,Issy,7,,issy,issy,RER C,0.35720999999999997
RER C 8,Issy Val de Seine,8,,issy val de seine,clamart,RER C,0.3969
RER C 8,Pont du Garigliano – Hôpital Européen Georges Pompidou,9,,pont du garigliano hopital europeen georges pompidou,pont du garigliano hopital europeen georges pompidou,RER C,0.44099999999999995
RER C 8,Javel,10,METRO 10,javel,javel,RER C,0.48999999999999994
RER C 8,Champ de Mars – Tour Eiffel,11,METRO 6,champ de mars tour eiffel,champ de mars,RER C,0.44099999999999995
