gare_key,nom_so_gar,latitude,longitude
lizy sur ourcq,Lizy-sur-Ourcq,49.02175726863726,3.0317584458367777
longueville,Longueville,48.513754590975296,3.25003498258305
luxembourg,Luxembourg,48.84543415048044,2.339762849560476
persan beaumont,Persan-Beaumont,49.14771950559885,2.277823190629398
nanteuil saacy,Nanteuil-Saâcy,48.97402658047848,3.2193028141920896
nation,Nation,48.84823711041019,2.395823588826126
mormant,Mormant,48.61401524181304,2.8882528940730747
nangis,Nangis,48.561947850024765,3.0120121424808315
orry la ville coye la foret,Orry-la-Ville-Coye-la-Forêt,49.13828637527201,2.4901789854211955
plaisir les clayes,Plaisir-les-Clayes,48.8309595286468,1.9600265602482685
poissy,Poissy,48.93326540612855,2.041072289675926
pont de l'alma,Pont de l'Alma,48.86266245169435,2.300989969386769
ponthierry pringy,Ponthierry-Pringy,48.53513976698965,2.544348950368586
porchefontaine,Porchefontaine,48.79652818117568,2.152378660253372
saint ouen l'aumone liesse,Saint-Ouen-l'Aumône-Liesse,49.033987636271455,2.128263873923673
sannois,Sannois,48.97098803438473,2.263830527175666
sartrouville,Sartrouville,48.93773606341459,2.1570864964698178
savigny le temple nandy,Savigny-le-Temple-Nandy,48.59556383799178,2.5839477110612505
sermaise,Sermaise,48.5358065092437,2.069381524887472
sevres rive gauche,Sèvres Rive Gauche,48.82121703789382,2.2148597954375497
puteaux,Puteaux,48.88338381382527,2.233691920150409
rungis la fraternelle,Rungis-La Fraternelle,48.74019544820277,2.351633198171911
sainte genevieve des bois,Sainte-Geneviève-des-Bois,48.65281140144265,2.312736251060263
saint martin d'etampes,Saint-Martin-d'Étampes,48.42736258418355,2.145246592903116
viroflay rive gauche,Viroflay Rive Gauche,48.800718463863554,2.1713898127563787
verneuil l'etang,Verneuil-l'Etang,48.64437362491682,2.8251699329703728
vernouillet verneuil,Vernouillet-Verneuil,48.981445969410295,1.9831433520864976
thomery,Thomery,48.39430843875827,2.764028188787889
torcy,Torcy,48.83964551726303,2.655130086641314
tournan,Tournan,48.7394872073018,2.758824548674894
trappes,Trappes,48.77480280977952,2.006566869057666
triel sur seine,Triel-sur-Seine,48.98107191008837,2.00593089306856
us,Us,49.099650121708414,1.9705357223217728
villeneuve le roi,Villeneuve-le-Roi,48.73983069943655,2.4263998204748227
villeneuve saint georges,Villeneuve-Saint-Georges,48.73063829288859,2.446226445438707
villepreux les clayes,Villepreux-les-Clayes,48.82365326874928,1.992864535155556
villiers le bel gonesse arnouville,Villiers-le-Bel-Gonesse-Arnouville,48.99377714689272,2.416187488926984
epernon,Épernon,48.60507627758084,1.6816457804037126
nanteuil le haudouin,Nanteuil-le-Haudouin,49.14288419832468,2.79445455010732
le plessis belleville,Le Plessis-Belleville,49.09612080982237,2.744686207442424
mareuil sur ourcq,Mareuil-sur-Ourcq,49.13547414375096,3.075626562947476
garges sarcelles,Garges-Sarcelles,48.9771607154856,2.39067488093308
gare de lyon,Gare de Lyon,48.84413934985302,2.373259976710645
invalides,Invalides,48.862884804554966,2.31251355492596
le bras de fer,Le Bras-de-Fer,48.62333224107224,2.4514090955932755
le stade,Le Stade,48.931903495003134,2.260965473528721
nemours saint pierre,Nemours-Saint-Pierre,48.267758109949376,2.6856470899397507
saint leu la foret,Saint-Leu-la-Forêt,49.01531915187679,2.242838660564836
viroflay rive droite,Viroflay Rive Droite,48.80547779177516,2.1676690319603966
val de fontenay,Val de Fontenay,48.85409607826304,2.4886964657999355
boulainvilliers,Boulainvilliers,48.85697199584854,2.2747933246088805
bourron marlotte grez,Bourron-Marlotte-Grez,48.33268364471057,2.6924801905840665
cormeilles en parisis,Cormeilles-en-Parisis,48.96866508306206,2.193092468694061
bruyeres sur oise,Bruyères-sur-Oise,49.155127360533164,2.3248275129679965
cite universitaire,Cité Universitaire,48.8210896506153,2.338978472013181
grigny centre,Grigny-Centre,48.65484933543004,2.396783503415441
vulaines sur seine samoreau,Vulaines-sur-Seine-Samoreau,48.4305048185211,2.752998384995991
versailles chantiers,Versailles-Chantiers,48.79513817936349,2.135156224100022
denfert rochereau,Denfert-Rochereau,48.8342929804732,2.33285230996089
charles de gaulle etoile,Charles De Gaulle-Étoile,48.87481054112289,2.2958012223518693
nation,Nation,48.847579367477074,2.395554512170688
bouray,Bouray,48.53289010324473,2.2900825138403964
bourg la reine,Bourg-la-Reine,48.78031379639699,2.312307716888594
boutigny,Boutigny,48.43449061286291,2.376672818506992
bievres,Bièvres,48.75102327511976,2.2158608573516494
angerville,Angerville,48.3112962747666,2.0035250000979894
argenteuil,Argenteuil,48.94679694208001,2.25789748402742
avenue du president kennedy,Avenue du Président Kennedy,48.85364805716894,2.2794870649625665
ermont eaubonne,Ermont-Eaubonne,48.98064610042599,2.272084772747632
breuillet,Breuillet,48.57750848943184,2.192063068770897
champ de courses d'enghien,Champ de Courses d'Enghien,48.9795166182837,2.2921687025986754
chartrettes,Chartrettes,48.48707639524809,2.6950373151676708
chelles gournay,Chelles-Gournay,48.87414408301458,2.583331158055108
le chenay gagny,Le Chénay-Gagny,48.87715783970278,2.5528816497808324
garges sarcelles,Garges-Sarcelles,48.976747848293925,2.3905936526418383
gif sur yvette,Gif-sur-Yvette,48.698196976301936,2.136566717058361
essonnes robinson,Essonnes-Robinson,48.605555826378406,2.4624564927796966
la barre ormesson,La Barre-Ormesson,48.966326544842126,2.3165820711557
malesherbes,Malesherbes,48.29359176873126,2.401133894429584
marolles en hurepoix,Marolles-en-Hurepoix,48.56559386282182,2.2909244684897176
maurecourt,Maurecourt,48.986638844720666,2.059569496216215
mennecy,Mennecy,48.5705968587192,2.432098533660357
meulan hardricourt,Meulan-Hardricourt,49.00576253682855,1.9017819799477345
monnerville,Monnerville,48.34841601424845,2.0322397733867006
la ferte sous jouarre,La Ferté-sous-Jouarre,48.95081998757723,3.1249090207473285
la varenne chennevieres,La Varenne-Chennevières,48.79538383561484,2.513423298184714
lagny thorigny,Lagny-Thorigny,48.88218913670531,2.7060141797599284
le guichet,Le Guichet,48.70540392478546,2.1927348848067565
le parc de saint maur,Le Parc de Saint-Maur,48.80537766216148,2.4863497487790744
le plessis chenet,Le Plessis-Chenet,48.573807793559,2.479469169601778
le vesinet le pecq,Le Vésinet-Le Pecq,48.89797344633644,2.122117447472966
les vallees,Les Vallées,48.91363686305641,2.257326023785208
l'etang la ville,L'Étang-la-Ville,48.868064423247134,2.076719102677291
limay,Limay,48.98417275530593,1.7477861829061607
l'isle adam parmain,L'Isle-Adam-Parmain,49.11478397008508,2.2100198692921973
louvres,Louvres,49.04932560088567,2.5017580658464627
maisons alfort alfortville,Maisons-Alfort-Alfortville,48.80204938032392,2.426482408484048
palaiseau villebon,Palaiseau-Villebon,48.70814058364534,2.237314364639455
nezel aulnay,Nézel-Aulnay,48.93871923993319,1.8405170296579705
nogent le perreux,Nogent-le-Perreux,48.83934193918028,2.4941880553461155
noisy champs,Noisy-Champs,48.84288484082361,2.5800859119743564
santeuil le perchay,Santeuil-le-Perchay,49.123451854049335,1.9493326802800408
pierrelaye,Pierrelaye,49.01913673984224,2.1546634856409232
montsoult maffliers,Montsoult-Maffliers,49.06628869769714,2.3229204571938253
noisy le sec,Noisy-le-Sec,48.89665245114409,2.458363412015992
orgerus behoust,Orgerus-Béhoust,48.82657842806817,1.703218425476859
pont de rungis,Pont de Rungis,48.74834968236465,2.3731119407049346
port royal,Port Royal,48.840033787418086,2.3370964308800906
osny,Osny,49.06296967859719,2.0579029891616134
saint ouen l'aumone,Saint-Ouen-l'Aumône,49.04531164835026,2.105110703444508
sceaux,Sceaux,48.78135672132316,2.2976476777940333
souppes chateau landon,Souppes-Château-Landon,48.18093685578624,2.736249842909681
stade de france,Stade de France-Saint-Denis,48.91756717658464,2.350389537889768
sucy bonneuil,Sucy-Bonneuil,48.77170790696432,2.507482645714313
tacoignieres richebourg,Tacoignières-Richebourg,48.82942901532876,1.669010161365564
provins,Provins,48.5554261045623,3.301796476078171
saint gratien,Saint-Gratien,48.96358968487316,2.285930718208942
yerres,Yerres,48.7066109356985,2.4842425564350705
le val d'or,Le Val d'Or,48.85607083754508,2.2166014426812333
vanves malakoff,Vanves-Malakoff,48.81838763956166,2.2920618145543177
thieux nantouillet,Thieux-Nantouillet,49.00811401774286,2.6802524559732173
vert galant,Vert-Galant,48.944181065974725,2.5664480169630006
vigneux sur seine,Vigneux-sur-Seine,48.70812051426092,2.4138711503513184
villeparisis mitry le neuf,Villeparisis-Mitry-le-Neuf,48.95314838758261,2.6031353051184487
boran sur oise,Boran-sur-Oise,49.1667750398079,2.3623035285653566
crepy en valois,Crépy-en-Valois,49.23101806016452,2.887366704975862
bercy,Paris-Bercy,48.83908128024196,2.383028081146452
cluny la sorbonne,Cluny-La Sorbonne,48.851050282314304,2.344273345421352
la muette,La Muette,48.85804605538448,2.274154629736559
orly 4,Orly 4,48.72902398514277,2.3699132275101324
cernay,Cernay,48.98500470125916,2.2574741572503108
sceaux,Parc de Sceaux,48.76956333368779,2.309905064564246
porte maillot,Neuilly Porte Maillot,48.87790843816008,2.284431219916768
nointel mours,Nointel-Mours,49.13257770239181,2.2805153698198453
sevran beaudottes,Sevran-Beaudottes,48.9468939111449,2.524779047056861
vernon,Vernon,49.09153773356041,1.4778561780528563
precy sur oise,Précy-sur-Oise,49.203478442204485,2.3772985520921446
orly 1 2 3,Orly 1-2-3,48.729647355849934,2.3600134128581254
bois le roi,Bois-le-Roi,48.47552307237661,2.6920332598663994
boissy l'aillerie,Boissy-l'Aillerie,49.07584288482139,2.024952931375388
aeroport charles de gaulle 2 tgv,Aéroport Charles De Gaulle 2-TGV,49.00468746180567,2.57058948552452
breuillet village,Breuillet-Village,48.56432890676855,2.1703772591600425
chamarande,Chamarande,48.514245875300325,2.21551781194949
grand bourg,Grand-Bourg,48.64848911258699,2.435330530181304
gare du nord,Gare du Nord,48.88092200667149,2.356328543670162
meudon,Meudon,48.81488431421452,2.240919294866534
saint ouen,Saint-Ouen,48.9045663899011,2.3226263683342268
saint ouen l'aumone quartier de l'eglise,Saint-Ouen-l'Aumône - Quartier de l'Église,49.038963524940336,2.103461593344873
voves,Voves,48.27507823270663,1.6221196174276986
ferrieres fontenay,Ferrières Fontenay,48.09589243640809,2.7721048119391085
charles de gaulle etoile,Charles De Gaulle-Étoile,48.87514981972761,2.295904904713175
havre caumartin,Havre-Caumartin,48.87371340670775,2.3276954096301736
porte de clichy,Porte de Clichy,48.89425226223873,2.313772157405782
noisy le sec,Noisy-le-Sec,48.895915836203024,2.460330069519439
la fraternelle,La Fraternelle,48.74168449313643,2.3527953813100178
viroflay rive gauche,Viroflay Rive Gauche,48.80107761141683,2.1709674010790323
le bourget,Le Bourget,48.930287861801865,2.42338510679798
stade de france,Saint-Denis,48.93526614581904,2.347862407755533
nanterre universite,Nanterre-Université,48.90101049575467,2.2135566086399585
boulogne pont de saint cloud,Boulogne - Pont de Saint-Cloud,48.84074501612618,2.228536981491632
bobigny pablo picasso,Bobigny Pablo Picasso,48.9063747711693,2.4491899044793364
alesia,Alésia,48.82818847631351,2.3271646496078247
arts et metiers,Arts et Métiers,48.86532271167806,2.356729869173701
creteil universite,Créteil-Université,48.78992046688944,2.45051152829059
dugommier,Dugommier,48.83904114371398,2.389620014061439
brochant,Brochant,48.89058718661181,2.320174757151551
buttes chaumont,Buttes-Chaumont,48.87851411402383,2.3816145119289653
cambronne,Cambronne,48.84750708199681,2.302968297817314
carrefour pleyel,Carrefour Pleyel,48.91900755521728,2.342608014423156
champs elysees clemenceau,Champs-Élysées – Clemenceau,48.86760214522151,2.3138941304816147
commerce,Commerce,48.84479476371181,2.293951963648718
concorde,Concorde,48.86681836985009,2.3220828486761693
goncourt,Goncourt,48.86995751270301,2.3710948397312004
gabriel peri,Gabriel Péri,48.916382309922106,2.294685111702554
faidherbe chaligny,Faidherbe Chaligny,48.85017786279968,2.384092210055667
falguiere,Falguière,48.84447014129587,2.317852783041332
michel ange auteuil,Michel Ange-Auteuil,48.84789565020843,2.2640820307462217
la fourche,La Fourche,48.88718394686579,2.3257796748068915
le peletier,Le Peletier,48.87497174554318,2.34057598204372
les gobelins,Les Gobelins,48.83593030287887,2.3525422662627022
madeleine,Madeleine,48.86963317302492,2.326272274027749
mairie d'ivry,Mairie d'Ivry,48.81052080428471,2.384289600960821
passy,Passy,48.85744869007581,2.285812444146408
pasteur,Pasteur,48.842871275006345,2.3124475130659863
pere lachaise,Père Lachaise,48.86312321464208,2.3858824493261475
place des fetes,Place des Fêtes,48.87694984811022,2.3929839648173936
place d'italie,Place d'Italie,48.83143363013256,2.355643643033711
notre dame de lorette,Notre-Dame-de-Lorette,48.876047496005405,2.337495844533765
opera,Opéra,48.87130850300574,2.331493987087091
porte de montreuil,Porte de Montreuil,48.853772788014886,2.4118948370564355
strasbourg saint denis,Strasbourg-Saint-Denis,48.86962886377852,2.354468813108209
sully morland,Sully-Morland,48.85162059096899,2.3615249655078383
telegraphe,Télégraphe,48.87547445667917,2.398867596625601
porte de saint cloud,Porte de Saint-Cloud,48.83796121443632,2.2571222298326203
porte d'ivry,Porte d'Ivry,48.82135578381409,2.369290587346029
pyrenees,Pyrénées,48.87388185415816,2.385316215101792
quai de la gare,Quai de la Gare,48.83704512015793,2.3728257245425723
quatre septembre,Quatre Septembre,48.86963799688717,2.3362327568689163
saint denis porte de paris,Saint-Denis - Porte de Paris,48.929935889678696,2.3560357941727967
wagram,Wagram,48.88380920123339,2.304674440528396
vaugirard,Vaugirard,48.839516585402485,2.3011075162423964
les courtilles,Les Courtilles,48.93075700423553,2.284174448270923
porte des lilas,Porte des Lilas,48.87663081498978,2.406999582693831
gare de l'est,Gare de l'Est,48.87612635294891,2.358047505360746
montparnasse bienvenue,Montparnasse-Bienvenüe,48.84378130573586,2.3243970123857944
funiculaire montmartre station basse,Funiculaire Montmartre Station Basse,48.88468097372783,2.342660037336352
kleber,Kléber,48.87126214446096,2.2932406499473137
menilmontant,Ménilmontant,48.866446806067,2.383599109573657
montgallet,Montgallet,48.84406559730793,2.390482133980388
mairie de montreuil,Mairie de Montreuil,48.86229941281971,2.441521809411032
pigalle,Pigalle,48.88224953318808,2.3371645394451463
porte de bagnolet,Porte de Bagnolet,48.86460037337562,2.408031037075815
ternes,Ternes,48.87797270141956,2.2983103737615287
pre saint gervais,Pré Saint-Gervais,48.880271957029535,2.3984681722681724
rue du bac,Rue du Bac,48.85519632481491,2.325815566511529
villejuif leo lagrange,Villejuif - Léo Lagrange,48.80468812091137,2.3639531966021656
corentin celton,Corentin Celton,48.82708544889644,2.2794116820504207
lourmel,Lourmel,48.83873485883676,2.2821433781708915
mairie d'issy,Mairie d'Issy,48.82430937109403,2.273665557499754
porte d'auteuil,Porte d'Auteuil,48.847971541497,2.257744680363203
porte doree,Porte Dorée,48.83478515808142,2.405383210626772
quai de la rapee,Quai de la Rapée,48.8464846505702,2.36591010685298
porte de vanves,Porte de Vanves,48.82741485955381,2.306635926501743
les courtilles,Les Courtilles,48.93021421228678,2.283722557328397
porte de vincennes,Porte de Vincennes,48.84694815185174,2.409551429787372
gare d'austerlitz,Paris Austerlitz,48.84252802768359,2.36543338335276
montparnasse,Montparnasse,48.84118692024387,2.3205092275398846
gare d'austerlitz,Gare d'Austerlitz,48.84236008246694,2.365581702747744
gare de lyon,Gare de Lyon,48.84586897868619,2.373774422563834
porte de clichy,Porte de Clichy,48.89498081072532,2.312791961501292
hopital de montfermeil,Hôpital de Montfermeil,48.90095553754869,2.5708415546006806
cosmonautes,Cosmonautes,48.93173482548616,2.378225490397901
danton,Danton,48.92271118835301,2.4066227523546937
meudon sur seine,Meudon-sur-Seine,48.81917432913316,2.238598337792144
les milons,Les Milons,48.84985048784914,2.221232683266963
brancion,Brancion,48.828685551464886,2.3008019515606515
poterne des peupliers,Poterne des Peupliers,48.82087335522631,2.350932878064576
rougemont chanteloup,Rougemont-Chanteloup,48.93100567097312,2.514884565892148
les mobiles,Les Mobiles,48.94993773565708,2.328832171353944
mairie de villeneuve la garenne,Mairie de Villeneuve-la-Garenne,48.93560570835985,2.334332914535763
le luth,Le Luth,48.93181399693573,2.28865600459439
pont de bezons,Pont de Bezons,48.92326825505123,2.2175897993396423
severine,Séverine,48.86752135721476,2.4089789397445087
canal saint denis,Canal Saint-Denis,48.89873399065294,2.380537035488634
les flanades,Les Flanades,48.97666569235199,2.377419674665872
jacques prevert,Jacques Prévert,48.97088340423818,2.366003889114339
bretagne,Bretagne,48.7681898758743,2.368043000890793
porte de rungis,Porte de Rungis,48.752674350873576,2.3553609890875244
saarinen,Saarinen,48.75021318633971,2.3543918069383967
robert schuman,Robert Schuman,48.74656858663955,2.35287534133574
louvois,Louvois,48.780087151988496,2.196505812489855
leon blum,Léon Blum,48.90852701783088,2.5322874421850674
arboretum,Arboretum,48.89792357295678,2.5617143040426065
porte de charenton,Porte de Charenton,48.83199308710852,2.398350103858007
watteau rondenay,Watteau - Rondenay,48.778669697404055,2.3963579030386177
verdun hoche,Verdun Hoche,48.76844235887696,2.4028603221912608
carle darthe,Carle-Darthe,48.75920002947269,2.408875606162366
pave blanc,Pavé Blanc,48.7807309691502,2.23983201762499
drancy avenir,Drancy-Avenir,48.91778372525546,2.417691093337976
locheres,Lochères,48.97852462429191,2.385049192009275
parc andre malraux,Parc André Malraux,48.79988738317762,2.281951320169448
delaunay belleville,Delaunay-Belleville,48.94555553922784,2.3473129251675138
la belle epine,La Belle Épine,48.756701026335726,2.3683674663236243
cimetiere parisien d'ivry,Cimetière Parisien d'Ivry,48.812629376127376,2.3706612489603818
invalides,Invalides,48.86038127919816,2.314890730058881
parc px,Parc PX,49.01004496004054,2.5706400688904325
fontenay aux roses,Fontenay-aux-Roses,48.78756672836799,2.292988009258979
la plaine stade de france,La Plaine-Stade de France,48.91800820579238,2.362470767055213
asnieres sur seine,Asnières-sur-Seine,48.90581841159568,2.2830210860995246
chartres,Chartres,48.44806161515701,1.4801967914482197
maintenon,Maintenon,48.58676705859732,1.5926685170022563
chateaudun,Châteaudun,48.07340701012299,1.3384347632040494
etigny veron,Étigny-Veron,48.13757876952353,3.290315784213702
villeneuve sur yonne,Villeneuve-sur-Yonne,48.08536831047318,3.2866533026544835
chateau thierry,Château-Thierry,49.03791491657099,3.409457094674741
brunoy,Brunoy,48.69910694695422,2.506676982547088
joigny,Joigny,47.9737211384213,3.393308102299242
crimee,Crimée,48.890906449558166,2.377090439088876
charenton ecoles,Charenton-Écoles,48.821897939434606,2.413132938342708
chatelet,Châtelet,48.85928732517095,2.345803056189527
jaures,Jaurès,48.88162402899078,2.3702590567553905
creteil pointe du lac,Créteil - Pointe du Lac,48.76881073420608,2.464280070543357
strasbourg saint denis,Strasbourg-Saint-Denis,48.86940219665552,2.35381879359288
villiers,Villiers,48.88109442716628,2.3147210047461946
aime cesaire,Aimé Césaire,48.90808243782026,2.377741481106109
noisy le roi,Noisy-le-Roi,48.84130814686566,2.061451984613521
saint germain en laye,Saint-Germain-en-Laye,48.90171349442861,2.0952137438353384
petit chatenay,Petit-Châtenay,48.76272627164296,2.2806978452723565
la croix de berny,La Croix de Berny,48.76297047049109,2.3047519014655244
theatre la piscine,Théâtre La Piscine,48.76379364593003,2.272752403278821
coteaux de l'orge,Coteaux de l'Orge,48.66531992340216,2.362618263949531
porte dauphine,Porte Dauphine,48.87018041814154,2.274627543314604
anny flore,Anny Flore,48.88115461321984,2.2855056217327667
la defense,La Défense,48.89286497052017,2.2395681712170497
serge gainsbourg,Serge Gainsbourg,48.88131606223431,2.4271855777339173
coteaux beauclair,Coteaux Beauclair,48.88224373133741,2.4673561174182512
maison blanche,Maison Blanche,48.82142042957708,2.3590551543843183
nation,Nation,48.848474285974376,2.395062305425881
stade de france,Saint-Denis,48.93615562725767,2.346470902107097
nanterre universite,Nanterre-Université,48.90131105604062,2.213302314596661
boucicaut,Boucicaut,48.84109405724891,2.287945766487378
bourse,Bourse,48.86865415183625,2.3413760511435733
breguet sabin,Bréguet-Sabin,48.856140711155,2.370209339755372
bir hakeim,Bir-Hakeim,48.85394260621378,2.2893345327788075
argentine,Argentine,48.87533684211653,2.290127508824701
aubervilliers pantin quatre chemins,Aubervilliers Pantin - Quatre Chemins,48.90378388105197,2.392221222535117
daumesnil,Daumesnil,48.83954964556868,2.3957032894363937
ecole veterinaire de maisons alfort,École Vétérinaire de Maisons-Alfort,48.81480300700047,2.422376142845623
eglise d'auteuil,Église d'Auteuil,48.84715005481051,2.26913587274288
george v,George V,48.872023810399725,2.3005604512367213
franklin d. roosevelt,Franklin D. Roosevelt,48.86869984735294,2.309505157337887
europe,Europe,48.87877036758759,2.3222652131305974
jacques bonsergent,Jacques Bonsergent,48.87039638922484,2.3614002104327776
jussieu,Jussieu,48.846151122181325,2.354917983707404
maubert mutualite,Maubert-Mutualité,48.85008987805251,2.3482087741854687
miromesnil,Miromesnil,48.87373316560706,2.314743542030632
lamarck caulaincourt,Lamarck-Caulaincourt,48.88967407389343,2.338760650528743
liberte,Liberté,48.82662006546349,2.4058519439819017
louise michel,Louise Michel,48.88870601977514,2.288083633048504
louvre rivoli,Louvre-Rivoli,48.8608062912721,2.3411085916340664
parmentier,Parmentier,48.86525378605433,2.3745819699964126
pere lachaise,Père Lachaise,48.86218374787729,2.387835956453657
nationale,Nationale,48.83321671970985,2.362856399519012
place des fetes,Place des Fêtes,48.8768063892129,2.3930560919606623
place monge,Place Monge,48.84286683068267,2.352224728183084
opera,Opéra,48.87048333292661,2.3311863468516525
plaisance,Plaisance,48.83182565048563,2.3141223234590225
porte de choisy,Porte de Choisy,48.81987622105712,2.364531953109201
saint paul,Saint-Paul,48.85523625280238,2.360956490023829
sentier,Sentier,48.86751302499845,2.346552336353212
sevres lecourbe,Sèvres-Lecourbe,48.84562696674718,2.3095314914609446
porte de saint ouen,Porte de Saint-Ouen,48.89737479642877,2.3289428127683025
porte des lilas,Porte des Lilas,48.87717481930548,2.406480156998486
porte d'italie,Porte d'Italie,48.81922334960906,2.35970521674602
pyramides,Pyramides,48.86590673959417,2.3341895419682497
pyramides,Pyramides,48.86573786666654,2.33443771486555
rennes,Rennes,48.84845784944872,2.3277821284985807
republique,République,48.86799910892294,2.3650748610827645
republique,République,48.86760088010245,2.362757380002764
robespierre,Robespierre,48.85572642863316,2.422983216145876
saint denis universite,Saint-Denis - Université,48.94586727214251,2.3646364825042263
volontaires,Volontaires,48.84150552236008,2.3079486779742893
vavin,Vavin,48.84221841361353,2.329008926235403
les agnettes,Les Agnettes,48.92310377966602,2.2862795775297826
trocadero,Trocadéro,48.86361093764568,2.287580162529652
villejuif paul vaillant couturier,Villejuif Paul Vaillant-Couturier,48.79648308455054,2.3682695400496945
porte de clignancourt,Porte de Clignancourt,48.897402222898094,2.344847748752399
porte d'orleans,Porte d'Orléans,48.82315163312808,2.325509577822384
louis blanc,Louis Blanc,48.88094656356074,2.3649934724001813
louis blanc,Louis Blanc,48.881192119071,2.364378741179748
maisons alfort stade,Maisons-Alfort-Stade,48.809144361835415,2.4345098959239406
pont neuf,Pont Neuf,48.85855382636669,2.342232759368107
riquet,Riquet,48.88796756174982,2.3734568878525493
saint ambroise,Saint-Ambroise,48.86147646373029,2.373943508245182
pont de levallois,Pont de Levallois,48.8971540959649,2.280413812210846
porte d'italie,Porte d'Italie,48.81905151465142,2.3601297420152623
porte de versailles,Porte de Versailles,48.83187246749725,2.287207137822909
porte de la villette,Porte de la Villette,48.8974287355787,2.38658143311372
bercy,Bercy,48.84038874809587,2.3799112714543984
edgar quinet,Edgar Quinet,48.84066322929957,2.3263846107928465
maisons alfort les juilliottes,Maisons-Alfort-Les Juilliottes,48.80335523705089,2.4455741010301444
pont cardinet,Pont Cardinet,48.88956082831538,2.3151768973047844
mairie de saint ouen,Mairie de Saint-Ouen,48.91320209515785,2.334663150119759
porte de choisy,Porte de Choisy,48.81945368699376,2.3651909325792806
belvedere,Belvédère,48.8760012915015,2.22595909514488
gargan,Gargan,48.907272587063,2.516509893394616
freinville sevran,Freinville-Sevran,48.926503937809976,2.5191194854240337
marche de saint denis,Marché de Saint-Denis,48.93859447585233,2.355845266780604
les coquetiers,Les Coquetiers,48.89259978014814,2.499757185239508
les coteaux,Les Coteaux,48.85747140891036,2.220603560028727
liberation,Libération,48.90693183213432,2.438624497227672
lycee henri sellier,Lycée Henri Sellier,48.91609650409272,2.5150614461921545
parc de saint cloud,Parc de Saint-Cloud,48.84312439991252,2.221851494752013
blumenthal,Blumenthal,48.94780764959913,2.339180923415564
gilbert bonnemaison,Gilbert Bonnemaison,48.95543742610714,2.30787256835423
jacqueline auriol,Jacqueline Auriol,48.91080258974541,2.233988601425483
butte pinson,Butte Pinson,48.97359937603097,2.3660669758363624
mairie de pierrefitte,Mairie de Pierrefitte,48.9635023483776,2.360213791734574
baudelaire,Baudelaire,48.94212545510683,2.356729741525478
marche de saint denis,Marché de Saint-Denis,48.93894788361666,2.356334439358093
helene boucher,Hélène Boucher,48.73998743037822,2.359467821095852
centre de chatillon,Centre de Châtillon,48.80420493830302,2.289057253599707
mail de la plaine,Mail de la Plaine,48.78368721522512,2.246977649164128
georges pompidou,Georges Pompidou,48.78490216629836,2.237132704968192
cesar,César,48.949581345117245,2.342521826040313
republique marx dormoy,République Marx Dormoy,48.906628325845226,2.524048525746325
maurice audin,Maurice Audin,48.90841688638552,2.539173330939578
musee mac val,Musée MAC VAL,48.79289156930713,2.386206654643861
mairie de vitry,Mairie de Vitry,48.79042859452316,2.3882351403366835
camille groult,Camille Groult,48.78567213510769,2.3919914554961137
constant coquelin,Constant Coquelin,48.783005385498114,2.39383827034194
orly gaston viens,Orly - Gaston Viens,48.74499563825808,2.408318294770455
rose bertin,Rose Bertin,48.953168246764456,2.3154036121121684
hopital avicenne,Hôpital Avicenne,48.91583789288306,2.425009894274451
six routes,Six Routes,48.92997102620737,2.3847588600759844
auguste perret,Auguste Perret,48.76337515298246,2.36779053573481
dammartin juilly saint mard,Dammartin-Juilly-Saint-Mard,49.03227911091459,2.6992222536256385
bueil,Bueil,48.9253087971126,1.4434127390456777
sens,Sens,48.19836234231408,3.267371200334765
saint julien du sault,Saint-Julien-du-Sault,48.02663600207448,3.3027874650688505
chantilly gouvieux,Chantilly-Gouvieux,49.187087205195866,2.459549118844453
javel,Javel,48.84715690155799,2.278036281995908
andresy,Andrésy,48.97459610282988,2.0486730603847483
courbevoie,Courbevoie,48.89862464897339,2.249196508015125
conflans fin d'oise,Conflans-Fin-d'Oise,48.99195703589888,2.0753904501601403
la ferte alais,La Ferté-Alais,48.485514299822704,2.352193814586844
evreux,Évreux,49.01848665038226,1.1497406055270256
saint lazare,Saint-Lazare,48.87567210708072,2.327842235259621
anvers,Anvers,48.88297276782728,2.3446670737483
courcelles,Courcelles,48.87932978868225,2.3040703912187603
chatelet,Châtelet,48.859589655582816,2.346478183587595
chatelet,Châtelet,48.8597186619952,2.346768285736699
chaussee d'antin la fayette,Chaussée d'Antin - La Fayette,48.873252746484354,2.3339466825286297
saint lazare,Saint-Lazare,48.87542071665263,2.32547637444705
bastille,Bastille,48.85200903052056,2.36867458439179
ecole militaire,École Militaire,48.85489056687858,2.3064034857365168
blanche,Blanche,48.88355629016869,2.3333796724221587
alcide d'orbigny,Alcide d'Orbigny,48.96562485801046,2.363302264997833
epinay sur seine,Épinay-sur-Seine,48.95582939392718,2.3019910195900777
germaine tailleferre,Germaine Tailleferre,48.80334774848496,2.37779123068759
l'ile saint denis,L'Ile-Saint-Denis,48.93576727023479,2.339571144951487
barbara,Barbara,48.80970399753329,2.3174491879233723
les portes de saint cyr,Les Portes de Saint-Cyr,48.80661697936672,2.077227624843006
bailly,Bailly,48.837052612045234,2.0744435747033823
camp des loges,Camp des Loges,48.91391885076652,2.081675938422832
