source,target,type,ligne,distance_m
cergy le haut_RER A 1,cergy saint christophe_RER A 1,adjacence,RER A 1,1714.2001756808331
cergy le haut_RER A 1,cergy le haut_RER A 4,correspondance,,0.0
cergy saint christophe_RER A 1,cergy prefecture_RER A 1,adjacence,RER A 1,3617.844585408406
cergy saint christophe_RER A 1,cergy saint christophe_RER A 4,correspondance,,0.0
cergy prefecture_RER A 1,neuville universite_RER A 1,adjacence,RER A 1,2484.9816324641333
cergy prefecture_RER A 1,cergy prefecture_RER A 4,correspondance,,0.0
neuville universite_RER A 1,conflans fin d'oise_RER A 1,adjacence,RER A 1,2665.9932411922737
neuville universite_RER A 1,neuville universite_RER A 4,correspondance,,0.0
conflans fin d'oise_RER A 1,conflans fin d'oise_RER A 1,correspondance,,0.0
conflans fin d'oise_RER A 1,acheres ville_RER A 1,adjacence,RER A 1,2374.062724775057
conflans fin d'oise_RER A 1,conflans fin d'oise_RER A 4,correspondance,,0.0
acheres ville_RER A 1,maisons laffitte_RER A 1,adjacence,RER A 1,5666.645418360047
acheres ville_RER A 1,acheres ville_RER A 4,correspondance,,0.0
maisons laffitte_RER A 1,sartrouville_RER A 1,adjacence,RER A 1,1236.031465953239
maisons laffitte_RER A 1,maisons laffitte_RER A 2,correspondance,,0.0
maisons laffitte_RER A 1,maisons laffitte_RER A 4,correspondance,,0.0
maisons laffitte_RER A 1,maisons laffitte_RER A 5,correspondance,,0.0
sartrouville_RER A 1,houilles carrieres sur seine_RER A 1,adjacence,RER A 1,2831.233583616031
sartrouville_RER A 1,sartrouville_RER A 2,correspondance,,0.0
sartrouville_RER A 1,sartrouville_RER A 4,correspondance,,0.0
sartrouville_RER A 1,sartrouville_RER A 5,correspondance,,0.0
houilles carrieres sur seine_RER A 1,nanterre prefecture_RER A 1,adjacence,RER A 1,3899.672401034526
houilles carrieres sur seine_RER A 1,houilles carrieres sur seine_RER A 2,correspondance,,0.0
houilles carrieres sur seine_RER A 1,houilles carrieres sur seine_RER A 4,correspondance,,0.0
houilles carrieres sur seine_RER A 1,houilles carrieres sur seine_RER A 5,correspondance,,0.0
nanterre prefecture_RER A 1,la defense_RER A 1,adjacence,RER A 1,1086.8776425273693
nanterre prefecture_RER A 1,nanterre prefecture_RER A 2,correspondance,,0.0
nanterre prefecture_RER A 1,nanterre prefecture_RER A 3,correspondance,,0.0
nanterre prefecture_RER A 1,nanterre prefecture_RER A 4,correspondance,,0.0
nanterre prefecture_RER A 1,nanterre prefecture_RER A 5,correspondance,,0.0
nanterre prefecture_RER A 1,nanterre prefecture_RER A 6,correspondance,,0.0
la defense_RER A 1,la defense_RER A 1,correspondance,,0.0
la defense_RER A 1,charles de gaulle etoile_RER A 1,adjacence,RER A 1,4596.3257976871555
la defense_RER A 1,la defense_RER A 2,correspondance,,0.0
la defense_RER A 1,la defense_RER A 3,correspondance,,0.0
la defense_RER A 1,la defense_RER A 4,correspondance,,0.0
la defense_RER A 1,la defense_RER A 5,correspondance,,0.0
la defense_RER A 1,la defense_RER A 6,correspondance,,0.0
la defense_RER A 1,la defense_METRO 1,correspondance,,0.0
charles de gaulle etoile_RER A 1,charles de gaulle etoile_RER A 1,correspondance,,0.0
charles de gaulle etoile_RER A 1,auber_RER A 1,adjacence,RER A 1,2537.467905461203
charles de gaulle etoile_RER A 1,charles de gaulle etoile_RER A 2,correspondance,,0.0
charles de gaulle etoile_RER A 1,charles de gaulle etoile_RER A 3,correspondance,,0.0
charles de gaulle etoile_RER A 1,charles de gaulle etoile_RER A 4,correspondance,,0.0
charles de gaulle etoile_RER A 1,charles de gaulle etoile_RER A 5,correspondance,,0.0
charles de gaulle etoile_RER A 1,charles de gaulle etoile_RER A 6,correspondance,,0.0
charles de gaulle etoile_RER A 1,charles de gaulle etoile_METRO 1,correspondance,,0.0
charles de gaulle etoile_RER A 1,charles de gaulle etoile_METRO 2,correspondance,,0.0
charles de gaulle etoile_RER A 1,charles de gaulle etoile_METRO 6,correspondance,,0.0
auber_RER A 1,chatelet_RER A 1,adjacence,RER A 1,1854.7740148880805
auber_RER A 1,auber_RER A 2,correspondance,,0.0
auber_RER A 1,auber_RER A 3,correspondance,,0.0
auber_RER A 1,auber_RER A 4,correspondance,,0.0
auber_RER A 1,auber_RER A 5,correspondance,,0.0
auber_RER A 1,auber_RER A 6,correspondance,,0.0
chatelet_RER A 1,chatelet_RER A 1,correspondance,,0.0
chatelet_RER A 1,gare de lyon_RER A 1,adjacence,RER A 1,2307.158396462238
chatelet_RER A 1,chatelet_RER A 2,correspondance,,0.0
chatelet_RER A 1,chatelet_RER A 3,correspondance,,0.0
chatelet_RER A 1,chatelet_RER A 4,correspondance,,0.0
chatelet_RER A 1,chatelet_RER A 5,correspondance,,0.0
chatelet_RER A 1,chatelet_RER A 6,correspondance,,0.0
chatelet_RER A 1,chatelet_RER B 1,correspondance,,0.0
chatelet_RER A 1,chatelet_RER B 2,correspondance,,0.0
chatelet_RER A 1,chatelet_RER B 3,correspondance,,0.0
chatelet_RER A 1,chatelet_RER B 4,correspondance,,0.0
chatelet_RER A 1,chatelet_METRO 1,correspondance,,0.0
chatelet_RER A 1,chatelet_METRO 4,correspondance,,0.0
chatelet_RER A 1,chatelet_METRO 7 1,correspondance,,0.0
chatelet_RER A 1,chatelet_METRO 7 2,correspondance,,0.0
chatelet_RER A 1,chatelet_METRO 11,correspondance,,0.0
chatelet_RER A 1,chatelet_METRO 14,correspondance,,0.0
gare de lyon_RER A 1,gare de lyon_RER A 1,correspondance,,0.0
gare de lyon_RER A 1,nation_RER A 1,adjacence,RER A 1,1722.0700380053934
gare de lyon_RER A 1,gare de lyon_RER A 2,correspondance,,0.0
gare de lyon_RER A 1,gare de lyon_RER A 3,correspondance,,0.0
gare de lyon_RER A 1,gare de lyon_RER A 4,correspondance,,0.0
gare de lyon_RER A 1,gare de lyon_RER A 5,correspondance,,0.0
gare de lyon_RER A 1,gare de lyon_RER A 6,correspondance,,0.0
gare de lyon_RER A 1,gare de lyon_METRO 14,correspondance,,0.0
nation_RER A 1,nation_RER A 1,correspondance,,0.0
nation_RER A 1,vincennes_RER A 1,adjacence,RER A 1,3312.7176008271235
nation_RER A 1,nation_RER A 2,correspondance,,0.0
nation_RER A 1,nation_RER A 3,correspondance,,0.0
nation_RER A 1,nation_RER A 4,correspondance,,0.0
nation_RER A 1,nation_RER A 5,correspondance,,0.0
nation_RER A 1,nation_RER A 6,correspondance,,0.0
nation_RER A 1,nation_METRO 1,correspondance,,0.0
nation_RER A 1,nation_METRO 2,correspondance,,0.0
nation_RER A 1,nation_METRO 6,correspondance,,0.0
nation_RER A 1,nation_METRO 9,correspondance,,0.0
vincennes_RER A 1,vincennes_RER A 1,correspondance,,0.0
vincennes_RER A 1,val de fontenay_RER A 1,adjacence,RER A 1,2314.077378926344
vincennes_RER A 1,vincennes_RER A 2,correspondance,,0.0
vincennes_RER A 1,vincennes_RER A 3,correspondance,,0.0
vincennes_RER A 1,vincennes_RER A 4,correspondance,,0.0
vincennes_RER A 1,vincennes_RER A 5,correspondance,,0.0
vincennes_RER A 1,vincennes_RER A 6,correspondance,,0.0
vincennes_RER A 1,vincennes_METRO 1,correspondance,,0.0
val de fontenay_RER A 1,val de fontenay_RER A 1,correspondance,,0.0
val de fontenay_RER A 1,nogent sur marne_RER A 1,adjacence,RER A 1,2565.98090049678
val de fontenay_RER A 1,val de fontenay_RER A 2,correspondance,,0.0
val de fontenay_RER A 1,val de fontenay_RER A 3,correspondance,,0.0
val de fontenay_RER A 1,val de fontenay_RER A 4,correspondance,,0.0
val de fontenay_RER A 1,val de fontenay_RER A 5,correspondance,,0.0
val de fontenay_RER A 1,val de fontenay_RER A 6,correspondance,,0.0
val de fontenay_RER A 1,val de fontenay_RER D 1,correspondance,,0.0
val de fontenay_RER A 1,val de fontenay_RER D 2,correspondance,,0.0
val de fontenay_RER A 1,val de fontenay_RER D 3,correspondance,,0.0
val de fontenay_RER A 1,val de fontenay_RER D 4,correspondance,,0.0
val de fontenay_RER A 1,val de fontenay_RER D 5,correspondance,,0.0
nogent sur marne_RER A 1,joinville le pont_RER A 1,adjacence,RER A 1,1581.5298966993591
nogent sur marne_RER A 1,nogent sur marne_RER A 2,correspondance,,0.0
nogent sur marne_RER A 1,nogent sur marne_RER A 3,correspondance,,0.0
nogent sur marne_RER A 1,nogent sur marne_RER D 1,correspondance,,0.0
nogent sur marne_RER A 1,nogent sur marne_RER D 2,correspondance,,0.0
nogent sur marne_RER A 1,nogent sur marne_RER D 3,correspondance,,0.0
nogent sur marne_RER A 1,nogent sur marne_RER D 4,correspondance,,0.0
nogent sur marne_RER A 1,nogent sur marne_RER D 5,correspondance,,0.0
joinville le pont_RER A 1,saint maur creteil_RER A 1,adjacence,RER A 1,1773.928083802937
joinville le pont_RER A 1,joinville le pont_RER A 2,correspondance,,0.0
joinville le pont_RER A 1,joinville le pont_RER A 3,correspondance,,0.0
joinville le pont_RER A 1,joinville le pont_RER D 1,correspondance,,0.0
joinville le pont_RER A 1,joinville le pont_RER D 2,correspondance,,0.0
joinville le pont_RER A 1,joinville le pont_RER D 3,correspondance,,0.0
joinville le pont_RER A 1,joinville le pont_RER D 4,correspondance,,0.0
joinville le pont_RER A 1,joinville le pont_RER D 5,correspondance,,0.0
saint maur creteil_RER A 1,le parc de saint maur_RER A 1,adjacence,RER A 1,1005.3235022652485
saint maur creteil_RER A 1,saint maur creteil_RER A 2,correspondance,,0.0
saint maur creteil_RER A 1,saint maur creteil_RER A 3,correspondance,,0.0
le parc de saint maur_RER A 1,champigny_RER A 1,adjacence,RER A 1,1768.859474677107
le parc de saint maur_RER A 1,le parc de saint maur_RER A 2,correspondance,,0.0
le parc de saint maur_RER A 1,le parc de saint maur_RER A 3,correspondance,,0.0
champigny_RER A 1,la varenne chennevieres_RER A 1,adjacence,RER A 1,1310.2770430247217
champigny_RER A 1,champigny_RER A 2,correspondance,,0.0
champigny_RER A 1,champigny_RER A 3,correspondance,,0.0
la varenne chennevieres_RER A 1,sucy bonneuil_RER A 1,adjacence,RER A 1,2668.84349221911
la varenne chennevieres_RER A 1,la varenne chennevieres_RER A 2,correspondance,,0.0
la varenne chennevieres_RER A 1,la varenne chennevieres_RER A 3,correspondance,,0.0
sucy bonneuil_RER A 1,boissy saint leger_RER A 1,adjacence,RER A 1,2181.575934069762
sucy bonneuil_RER A 1,sucy bonneuil_RER A 2,correspondance,,0.0
sucy bonneuil_RER A 1,sucy bonneuil_RER A 3,correspondance,,0.0
boissy saint leger_RER A 1,boissy saint leger_RER A 2,correspondance,,0.0
boissy saint leger_RER A 1,boissy saint leger_RER A 3,correspondance,,0.0
poissy_RER A 2,acheres grand cormier_RER A 2,adjacence,RER A 2,4563.144320551447
poissy_RER A 2,poissy_RER A 5,correspondance,,0.0
acheres grand cormier_RER A 2,maisons laffitte_RER A 2,adjacence,RER A 2,3929.1346714834613
acheres grand cormier_RER A 2,acheres grand cormier_RER A 5,correspondance,,0.0
maisons laffitte_RER A 2,sartrouville_RER A 2,adjacence,RER A 2,1236.031465953239
maisons laffitte_RER A 2,maisons laffitte_RER A 4,correspondance,,0.0
maisons laffitte_RER A 2,maisons laffitte_RER A 5,correspondance,,0.0
sartrouville_RER A 2,houilles carrieres sur seine_RER A 2,adjacence,RER A 2,2831.233583616031
sartrouville_RER A 2,sartrouville_RER A 4,correspondance,,0.0
sartrouville_RER A 2,sartrouville_RER A 5,correspondance,,0.0
houilles carrieres sur seine_RER A 2,nanterre prefecture_RER A 2,adjacence,RER A 2,3899.672401034526
houilles carrieres sur seine_RER A 2,houilles carrieres sur seine_RER A 4,correspondance,,0.0
houilles carrieres sur seine_RER A 2,houilles carrieres sur seine_RER A 5,correspondance,,0.0
nanterre prefecture_RER A 2,la defense_RER A 2,adjacence,RER A 2,1086.8776425273693
nanterre prefecture_RER A 2,nanterre prefecture_RER A 3,correspondance,,0.0
nanterre prefecture_RER A 2,nanterre prefecture_RER A 4,correspondance,,0.0
nanterre prefecture_RER A 2,nanterre prefecture_RER A 5,correspondance,,0.0
nanterre prefecture_RER A 2,nanterre prefecture_RER A 6,correspondance,,0.0
la defense_RER A 2,la defense_RER A 2,correspondance,,0.0
la defense_RER A 2,charles de gaulle etoile_RER A 2,adjacence,RER A 2,4583.026131654688
la defense_RER A 2,la defense_RER A 3,correspondance,,0.0
la defense_RER A 2,la defense_RER A 4,correspondance,,0.0
la defense_RER A 2,la defense_RER A 5,correspondance,,0.0
la defense_RER A 2,la defense_RER A 6,correspondance,,0.0
la defense_RER A 2,la defense_METRO 1,correspondance,,0.0
charles de gaulle etoile_RER A 2,charles de gaulle etoile_RER A 2,correspondance,,0.0
charles de gaulle etoile_RER A 2,auber_RER A 2,adjacence,RER A 2,2520.701287401322
charles de gaulle etoile_RER A 2,charles de gaulle etoile_RER A 3,correspondance,,0.0
charles de gaulle etoile_RER A 2,charles de gaulle etoile_RER A 4,correspondance,,0.0
charles de gaulle etoile_RER A 2,charles de gaulle etoile_RER A 5,correspondance,,0.0
charles de gaulle etoile_RER A 2,charles de gaulle etoile_RER A 6,correspondance,,0.0
charles de gaulle etoile_RER A 2,charles de gaulle etoile_METRO 1,correspondance,,0.0
charles de gaulle etoile_RER A 2,charles de gaulle etoile_METRO 2,correspondance,,0.0
charles de gaulle etoile_RER A 2,charles de gaulle etoile_METRO 6,correspondance,,0.0
auber_RER A 2,chatelet_RER A 2,adjacence,RER A 2,2091.6293168086404
auber_RER A 2,auber_RER A 3,correspondance,,0.0
auber_RER A 2,auber_RER A 4,correspondance,,0.0
auber_RER A 2,auber_RER A 5,correspondance,,0.0
auber_RER A 2,auber_RER A 6,correspondance,,0.0
chatelet_RER A 2,chatelet_RER A 2,correspondance,,0.0
chatelet_RER A 2,gare de lyon_RER A 2,adjacence,RER A 2,2688.8164418385945
chatelet_RER A 2,chatelet_RER A 3,correspondance,,0.0
chatelet_RER A 2,chatelet_RER A 4,correspondance,,0.0
chatelet_RER A 2,chatelet_RER A 5,correspondance,,0.0
chatelet_RER A 2,chatelet_RER A 6,correspondance,,0.0
chatelet_RER A 2,chatelet_RER B 1,correspondance,,0.0
chatelet_RER A 2,chatelet_RER B 2,correspondance,,0.0
chatelet_RER A 2,chatelet_RER B 3,correspondance,,0.0
chatelet_RER A 2,chatelet_RER B 4,correspondance,,0.0
chatelet_RER A 2,chatelet_METRO 1,correspondance,,0.0
chatelet_RER A 2,chatelet_METRO 4,correspondance,,0.0
chatelet_RER A 2,chatelet_METRO 7 1,correspondance,,0.0
chatelet_RER A 2,chatelet_METRO 7 2,correspondance,,0.0
chatelet_RER A 2,chatelet_METRO 11,correspondance,,0.0
chatelet_RER A 2,chatelet_METRO 14,correspondance,,0.0
gare de lyon_RER A 2,gare de lyon_RER A 2,correspondance,,0.0
gare de lyon_RER A 2,nation_RER A 2,adjacence,RER A 2,1639.5993055649506
gare de lyon_RER A 2,gare de lyon_RER A 3,correspondance,,0.0
gare de lyon_RER A 2,gare de lyon_RER A 4,correspondance,,0.0
gare de lyon_RER A 2,gare de lyon_RER A 5,correspondance,,0.0
gare de lyon_RER A 2,gare de lyon_RER A 6,correspondance,,0.0
gare de lyon_RER A 2,gare de lyon_METRO 14,correspondance,,0.0
nation_RER A 2,nation_RER A 2,correspondance,,0.0
nation_RER A 2,vincennes_RER A 2,adjacence,RER A 2,3308.4363095384883
nation_RER A 2,nation_RER A 3,correspondance,,0.0
nation_RER A 2,nation_RER A 4,correspondance,,0.0
nation_RER A 2,nation_RER A 5,correspondance,,0.0
nation_RER A 2,nation_RER A 6,correspondance,,0.0
nation_RER A 2,nation_METRO 1,correspondance,,0.0
nation_RER A 2,nation_METRO 2,correspondance,,0.0
nation_RER A 2,nation_METRO 6,correspondance,,0.0
nation_RER A 2,nation_METRO 9,correspondance,,0.0
vincennes_RER A 2,vincennes_RER A 2,correspondance,,0.0
vincennes_RER A 2,val de fontenay_RER A 2,adjacence,RER A 2,4234.319876685779
vincennes_RER A 2,vincennes_RER A 3,correspondance,,0.0
vincennes_RER A 2,vincennes_RER A 4,correspondance,,0.0
vincennes_RER A 2,vincennes_RER A 5,correspondance,,0.0
vincennes_RER A 2,vincennes_RER A 6,correspondance,,0.0
vincennes_RER A 2,vincennes_METRO 1,correspondance,,0.0
val de fontenay_RER A 2,val de fontenay_RER A 2,correspondance,,0.0
val de fontenay_RER A 2,nogent sur marne_RER A 2,adjacence,RER A 2,2532.120406550197
val de fontenay_RER A 2,val de fontenay_RER A 3,correspondance,,0.0
val de fontenay_RER A 2,val de fontenay_RER A 4,correspondance,,0.0
val de fontenay_RER A 2,val de fontenay_RER A 5,correspondance,,0.0
val de fontenay_RER A 2,val de fontenay_RER A 6,correspondance,,0.0
val de fontenay_RER A 2,val de fontenay_RER D 1,correspondance,,0.0
val de fontenay_RER A 2,val de fontenay_RER D 2,correspondance,,0.0
val de fontenay_RER A 2,val de fontenay_RER D 3,correspondance,,0.0
val de fontenay_RER A 2,val de fontenay_RER D 4,correspondance,,0.0
val de fontenay_RER A 2,val de fontenay_RER D 5,correspondance,,0.0
nogent sur marne_RER A 2,joinville le pont_RER A 2,adjacence,RER A 2,1581.5298966993591
nogent sur marne_RER A 2,nogent sur marne_RER A 3,correspondance,,0.0
nogent sur marne_RER A 2,nogent sur marne_RER D 1,correspondance,,0.0
nogent sur marne_RER A 2,nogent sur marne_RER D 2,correspondance,,0.0
nogent sur marne_RER A 2,nogent sur marne_RER D 3,correspondance,,0.0
nogent sur marne_RER A 2,nogent sur marne_RER D 4,correspondance,,0.0
nogent sur marne_RER A 2,nogent sur marne_RER D 5,correspondance,,0.0
joinville le pont_RER A 2,saint maur creteil_RER A 2,adjacence,RER A 2,1773.928083802937
joinville le pont_RER A 2,joinville le pont_RER A 3,correspondance,,0.0
joinville le pont_RER A 2,joinville le pont_RER D 1,correspondance,,0.0
joinville le pont_RER A 2,joinville le pont_RER D 2,correspondance,,0.0
joinville le pont_RER A 2,joinville le pont_RER D 3,correspondance,,0.0
joinville le pont_RER A 2,joinville le pont_RER D 4,correspondance,,0.0
joinville le pont_RER A 2,joinville le pont_RER D 5,correspondance,,0.0
saint maur creteil_RER A 2,le parc de saint maur_RER A 2,adjacence,RER A 2,1005.3235022652485
saint maur creteil_RER A 2,saint maur creteil_RER A 3,correspondance,,0.0
le parc de saint maur_RER A 2,champigny_RER A 2,adjacence,RER A 2,1768.859474677107
le parc de saint maur_RER A 2,le parc de saint maur_RER A 3,correspondance,,0.0
champigny_RER A 2,la varenne chennevieres_RER A 2,adjacence,RER A 2,1310.2770430247217
champigny_RER A 2,champigny_RER A 3,correspondance,,0.0
la varenne chennevieres_RER A 2,sucy bonneuil_RER A 2,adjacence,RER A 2,2668.84349221911
la varenne chennevieres_RER A 2,la varenne chennevieres_RER A 3,correspondance,,0.0
sucy bonneuil_RER A 2,boissy saint leger_RER A 2,adjacence,RER A 2,2181.575934069762
sucy bonneuil_RER A 2,sucy bonneuil_RER A 3,correspondance,,0.0
boissy saint leger_RER A 2,boissy saint leger_RER A 3,correspondance,,0.0
saint germain en laye_RER A 3,saint germain en laye_RER A 3,correspondance,,0.0
saint germain en laye_RER A 3,le vesinet le pecq_RER A 3,adjacence,RER A 3,2000.2912593786987
saint germain en laye_RER A 3,saint germain en laye_RER A 6,correspondance,,0.0
le vesinet le pecq_RER A 3,le vesinet centre_RER A 3,adjacence,RER A 3,1267.7700638393947
le vesinet le pecq_RER A 3,le vesinet le pecq_RER A 6,correspondance,,0.0
le vesinet centre_RER A 3,chatou croissy_RER A 3,adjacence,RER A 3,1653.6463561797261
le vesinet centre_RER A 3,le vesinet centre_RER A 6,correspondance,,0.0
chatou croissy_RER A 3,rueil malmaison_RER A 3,adjacence,RER A 3,1250.8835294867226
chatou croissy_RER A 3,chatou croissy_RER A 6,correspondance,,0.0
rueil malmaison_RER A 3,nanterre ville_RER A 3,adjacence,RER A 3,1870.0226382794583
rueil malmaison_RER A 3,rueil malmaison_RER A 6,correspondance,,0.0
nanterre ville_RER A 3,nanterre universite_RER A 3,adjacence,RER A 3,1485.7824250400308
nanterre ville_RER A 3,nanterre ville_RER A 6,correspondance,,0.0
nanterre universite_RER A 3,nanterre universite_RER A 3,correspondance,,0.0
nanterre universite_RER A 3,nanterre prefecture_RER A 3,adjacence,RER A 3,954.5301152865057
nanterre universite_RER A 3,nanterre universite_RER A 6,correspondance,,0.0
nanterre prefecture_RER A 3,la defense_RER A 3,adjacence,RER A 3,1214.8329702053115
nanterre prefecture_RER A 3,nanterre prefecture_RER A 4,correspondance,,0.0
nanterre prefecture_RER A 3,nanterre prefecture_RER A 5,correspondance,,0.0
nanterre prefecture_RER A 3,nanterre prefecture_RER A 6,correspondance,,0.0
la defense_RER A 3,la defense_RER A 3,correspondance,,0.0
la defense_RER A 3,charles de gaulle etoile_RER A 3,adjacence,RER A 3,4708.576107793898
la defense_RER A 3,la defense_RER A 4,correspondance,,0.0
la defense_RER A 3,la defense_RER A 5,correspondance,,0.0
la defense_RER A 3,la defense_RER A 6,correspondance,,0.0
la defense_RER A 3,la defense_METRO 1,correspondance,,0.0
charles de gaulle etoile_RER A 3,charles de gaulle etoile_RER A 3,correspondance,,0.0
charles de gaulle etoile_RER A 3,auber_RER A 3,adjacence,RER A 3,2537.467905461203
charles de gaulle etoile_RER A 3,charles de gaulle etoile_RER A 4,correspondance,,0.0
charles de gaulle etoile_RER A 3,charles de gaulle etoile_RER A 5,correspondance,,0.0
charles de gaulle etoile_RER A 3,charles de gaulle etoile_RER A 6,correspondance,,0.0
charles de gaulle etoile_RER A 3,charles de gaulle etoile_METRO 1,correspondance,,0.0
charles de gaulle etoile_RER A 3,charles de gaulle etoile_METRO 2,correspondance,,0.0
charles de gaulle etoile_RER A 3,charles de gaulle etoile_METRO 6,correspondance,,0.0
auber_RER A 3,chatelet_RER A 3,adjacence,RER A 3,1845.3232190352157
auber_RER A 3,auber_RER A 4,correspondance,,0.0
auber_RER A 3,auber_RER A 5,correspondance,,0.0
auber_RER A 3,auber_RER A 6,correspondance,,0.0
chatelet_RER A 3,chatelet_RER A 3,correspondance,,0.0
chatelet_RER A 3,gare de lyon_RER A 3,adjacence,RER A 3,2359.4024379332136
chatelet_RER A 3,chatelet_RER A 4,correspondance,,0.0
chatelet_RER A 3,chatelet_RER A 5,correspondance,,0.0
chatelet_RER A 3,chatelet_RER A 6,correspondance,,0.0
chatelet_RER A 3,chatelet_RER B 1,correspondance,,0.0
chatelet_RER A 3,chatelet_RER B 2,correspondance,,0.0
chatelet_RER A 3,chatelet_RER B 3,correspondance,,0.0
chatelet_RER A 3,chatelet_RER B 4,correspondance,,0.0
chatelet_RER A 3,chatelet_METRO 1,correspondance,,0.0
chatelet_RER A 3,chatelet_METRO 4,correspondance,,0.0
chatelet_RER A 3,chatelet_METRO 7 1,correspondance,,0.0
chatelet_RER A 3,chatelet_METRO 7 2,correspondance,,0.0
chatelet_RER A 3,chatelet_METRO 11,correspondance,,0.0
chatelet_RER A 3,chatelet_METRO 14,correspondance,,0.0
gare de lyon_RER A 3,gare de lyon_RER A 3,correspondance,,0.0
gare de lyon_RER A 3,nation_RER A 3,adjacence,RER A 3,1639.0099248115494
gare de lyon_RER A 3,gare de lyon_RER A 4,correspondance,,0.0
gare de lyon_RER A 3,gare de lyon_RER A 5,correspondance,,0.0
gare de lyon_RER A 3,gare de lyon_RER A 6,correspondance,,0.0
gare de lyon_RER A 3,gare de lyon_METRO 14,correspondance,,0.0
nation_RER A 3,nation_RER A 3,correspondance,,0.0
nation_RER A 3,vincennes_RER A 3,adjacence,RER A 3,3312.7176008271235
nation_RER A 3,nation_RER A 4,correspondance,,0.0
nation_RER A 3,nation_RER A 5,correspondance,,0.0
nation_RER A 3,nation_RER A 6,correspondance,,0.0
nation_RER A 3,nation_METRO 1,correspondance,,0.0
nation_RER A 3,nation_METRO 2,correspondance,,0.0
nation_RER A 3,nation_METRO 6,correspondance,,0.0
nation_RER A 3,nation_METRO 9,correspondance,,0.0
vincennes_RER A 3,vincennes_RER A 3,correspondance,,0.0
vincennes_RER A 3,val de fontenay_RER A 3,adjacence,RER A 3,2314.077378926344
vincennes_RER A 3,vincennes_RER A 4,correspondance,,0.0
vincennes_RER A 3,vincennes_RER A 5,correspondance,,0.0
vincennes_RER A 3,vincennes_RER A 6,correspondance,,0.0
vincennes_RER A 3,vincennes_METRO 1,correspondance,,0.0
val de fontenay_RER A 3,val de fontenay_RER A 3,correspondance,,0.0
val de fontenay_RER A 3,nogent sur marne_RER A 3,adjacence,RER A 3,2565.98090049678
val de fontenay_RER A 3,val de fontenay_RER A 4,correspondance,,0.0
val de fontenay_RER A 3,val de fontenay_RER A 5,correspondance,,0.0
val de fontenay_RER A 3,val de fontenay_RER A 6,correspondance,,0.0
val de fontenay_RER A 3,val de fontenay_RER D 1,correspondance,,0.0
val de fontenay_RER A 3,val de fontenay_RER D 2,correspondance,,0.0
val de fontenay_RER A 3,val de fontenay_RER D 3,correspondance,,0.0
val de fontenay_RER A 3,val de fontenay_RER D 4,correspondance,,0.0
val de fontenay_RER A 3,val de fontenay_RER D 5,correspondance,,0.0
nogent sur marne_RER A 3,joinville le pont_RER A 3,adjacence,RER A 3,1581.5298966993591
nogent sur marne_RER A 3,nogent sur marne_RER D 1,correspondance,,0.0
nogent sur marne_RER A 3,nogent sur marne_RER D 2,correspondance,,0.0
nogent sur marne_RER A 3,nogent sur marne_RER D 3,correspondance,,0.0
nogent sur marne_RER A 3,nogent sur marne_RER D 4,correspondance,,0.0
nogent sur marne_RER A 3,nogent sur marne_RER D 5,correspondance,,0.0
joinville le pont_RER A 3,saint maur creteil_RER A 3,adjacence,RER A 3,1773.928083802937
joinville le pont_RER A 3,joinville le pont_RER D 1,correspondance,,0.0
joinville le pont_RER A 3,joinville le pont_RER D 2,correspondance,,0.0
joinville le pont_RER A 3,joinville le pont_RER D 3,correspondance,,0.0
joinville le pont_RER A 3,joinville le pont_RER D 4,correspondance,,0.0
joinville le pont_RER A 3,joinville le pont_RER D 5,correspondance,,0.0
saint maur creteil_RER A 3,le parc de saint maur_RER A 3,adjacence,RER A 3,1005.3235022652485
le parc de saint maur_RER A 3,champigny_RER A 3,adjacence,RER A 3,1768.859474677107
champigny_RER A 3,la varenne chennevieres_RER A 3,adjacence,RER A 3,1310.2770430247217
la varenne chennevieres_RER A 3,sucy bonneuil_RER A 3,adjacence,RER A 3,2668.84349221911
sucy bonneuil_RER A 3,boissy saint leger_RER A 3,adjacence,RER A 3,2181.575934069762
cergy le haut_RER A 4,cergy saint christophe_RER A 4,adjacence,RER A 4,1714.2001756808331
cergy saint christophe_RER A 4,cergy prefecture_RER A 4,adjacence,RER A 4,3617.844585408406
cergy prefecture_RER A 4,neuville universite_RER A 4,adjacence,RER A 4,2484.9816324641333
neuville universite_RER A 4,conflans fin d'oise_RER A 4,adjacence,RER A 4,2665.9932411922737
conflans fin d'oise_RER A 4,conflans fin d'oise_RER A 4,correspondance,,0.0
conflans fin d'oise_RER A 4,acheres ville_RER A 4,adjacence,RER A 4,2374.062724775057
acheres ville_RER A 4,maisons laffitte_RER A 4,adjacence,RER A 4,5666.645418360047
maisons laffitte_RER A 4,sartrouville_RER A 4,adjacence,RER A 4,1236.031465953239
maisons laffitte_RER A 4,maisons laffitte_RER A 5,correspondance,,0.0
sartrouville_RER A 4,houilles carrieres sur seine_RER A 4,adjacence,RER A 4,2831.233583616031
sartrouville_RER A 4,sartrouville_RER A 5,correspondance,,0.0
houilles carrieres sur seine_RER A 4,nanterre prefecture_RER A 4,adjacence,RER A 4,3899.672401034526
houilles carrieres sur seine_RER A 4,houilles carrieres sur seine_RER A 5,correspondance,,0.0
